,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
88,No,30.0,Travel_Rarely,288.0,Research & Development,2.0,3,Life Sciences,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,Y,No,19.0,3.0,1.0,80.0,3,11.0,3.0,3.0,11.0,10.0,10.0,8.0,1945.4852388475663,10.0,
89,Yes,46.0,Travel_Rarely,669.0,Sales,9.0,2,Medical,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,Y,No,16.0,3.0,4.0,80.0,0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,876.3305930984682,15.0,
90,No,40.0,Travel_Frequently,530.0,Research & Development,1.0,4,Life Sciences,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,14115.0,1.0,Y,No,22.0,4.0,4.0,80.0,1,22.0,3.0,2.0,22.0,3.0,11.0,11.0,1138.146472014635,10.0,
91,No,51.0,Travel_Rarely,632.0,Sales,21.0,4,Marketing,3.0,Male,71.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,,,
92,No,30.0,Travel_Rarely,1334.0,Sales,4.0,2,Medical,3.0,Female,63.0,2.0,2.0,Sales Executive,2.0,Divorced,5209.0,19760.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,3,11.0,,2.0,11.0,8.0,2.0,7.0,954.2891554258717,10.0,
93,No,46.0,Travel_Frequently,638.0,Research & Development,1.0,3,Medical,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,1,21.0,5.0,2.0,10.0,9.0,9.0,5.0,990.2777773658418,,
94,No,32.0,Travel_Rarely,1093.0,Sales,6.0,4,Medical,2.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Single,5010.0,24301.0,1.0,Y,No,16.0,3.0,1.0,80.0,0,12.0,0.0,3.0,11.0,8.0,5.0,7.0,622.8625487365468,,
95,No,54.0,Travel_Rarely,1217.0,Research & Development,2.0,4,Technical Degree,1.0,Female,60.0,3.0,3.0,Research Director,3.0,Married,13549.0,24001.0,9.0,Y,No,12.0,3.0,1.0,80.0,1,16.0,5.0,1.0,4.0,3.0,0.0,3.0,,10.0,
96,No,24.0,Travel_Rarely,1353.0,Sales,3.0,2,Other,1.0,Female,33.0,3.0,2.0,Sales Executive,3.0,Married,4999.0,17519.0,0.0,Y,No,21.0,4.0,1.0,80.0,1,4.0,,2.0,3.0,2.0,0.0,2.0,1399.3714797036318,,2.0149550463615142
97,No,28.0,Non-Travel,120.0,Sales,4.0,3,Medical,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Married,4221.0,8863.0,1.0,Y,No,15.0,3.0,2.0,80.0,0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,1083.8529181828146,,
98,No,58.0,Travel_Rarely,682.0,Sales,10.0,4,Medical,4.0,Male,37.0,3.0,4.0,Sales Executive,3.0,Single,13872.0,24409.0,0.0,Y,No,13.0,3.0,3.0,80.0,0,38.0,1.0,2.0,37.0,10.0,,8.0,,10.0,
99,No,44.0,Non-Travel,489.0,Research & Development,23.0,3,Medical,2.0,Male,67.0,3.0,2.0,Laboratory Technician,2.0,Married,2042.0,25043.0,4.0,Y,No,12.0,3.0,3.0,80.0,1,17.0,3.0,4.0,3.0,2.0,1.0,2.0,845.4054617993112,15.0,
100,Yes,37.0,Travel_Rarely,807.0,Human Resources,6.0,4,Human Resources,3.0,Male,63.0,3.0,1.0,Human Resources,1.0,Divorced,2073.0,23648.0,4.0,Y,Yes,22.0,4.0,4.0,80.0,0,7.0,,3.0,3.0,2.0,0.0,2.0,1311.6810765222658,,
101,No,32.0,Travel_Rarely,827.0,Research & Development,1.0,1,Life Sciences,4.0,Male,71.0,3.0,1.0,Research Scientist,1.0,Single,2956.0,15178.0,1.0,Y,No,13.0,3.0,4.0,80.0,0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,513.1603581884528,25.0,
102,Yes,20.0,Travel_Frequently,871.0,Research & Development,6.0,3,Life Sciences,4.0,Female,66.0,2.0,1.0,Laboratory Technician,4.0,Single,2926.0,19783.0,1.0,Y,Yes,18.0,3.0,2.0,80.0,0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1003.987460978206,15.0,
103,No,34.0,Travel_Rarely,665.0,Research & Development,6.0,4,Other,1.0,Female,41.0,3.0,2.0,Research Scientist,3.0,Single,4809.0,12482.0,1.0,Y,No,14.0,3.0,3.0,80.0,0,16.0,3.0,3.0,16.0,13.0,2.0,10.0,675.2827998043554,15.0,0.6314823880320195
104,No,37.0,Non-Travel,1040.0,Research & Development,2.0,2,Life Sciences,3.0,Male,100.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5163.0,15850.0,5.0,Y,No,14.0,3.0,4.0,80.0,1,17.0,2.0,4.0,1.0,0.0,0.0,0.0,373.9598236124016,25.0,1.6443338853331002
105,No,59.0,Non-Travel,1420.0,Human Resources,2.0,4,Human Resources,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,21922.0,9.0,Y,No,21.0,4.0,4.0,80.0,1,30.0,3.0,3.0,3.0,2.0,2.0,2.0,,10.0,1.514112572272631
106,No,50.0,Travel_Frequently,1115.0,Research & Development,1.0,3,Life Sciences,1.0,Female,73.0,3.0,5.0,Research Director,2.0,Married,18172.0,9755.0,3.0,Y,Yes,19.0,3.0,1.0,80.0,0,28.0,,2.0,8.0,3.0,0.0,7.0,,15.0,
107,Yes,25.0,Travel_Rarely,240.0,Sales,5.0,3,Marketing,3.0,Male,46.0,2.0,2.0,Sales Executive,3.0,Single,5744.0,26959.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,6.0,,3.0,6.0,4.0,0.0,3.0,1727.4676927179623,,
108,No,25.0,Travel_Rarely,1280.0,Research & Development,7.0,1,Medical,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,26897.0,1.0,Y,No,11.0,3.0,3.0,80.0,2,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1363.598701322339,15.0,2.2220950194983518
109,No,22.0,Travel_Rarely,534.0,Research & Development,15.0,3,Medical,2.0,Female,59.0,3.0,1.0,Laboratory Technician,4.0,Single,2871.0,23785.0,,Y,No,15.0,3.0,3.0,80.0,0,1.0,,3.0,0.0,0.0,0.0,0.0,1387.9591985416762,25.0,
110,No,51.0,Travel_Frequently,1456.0,Research & Development,1.0,4,Medical,1.0,Female,30.0,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,25796.0,3.0,Y,No,20.0,4.0,3.0,80.0,0,23.0,1.0,2.0,13.0,12.0,12.0,8.0,,15.0,
111,Yes,34.0,Travel_Frequently,658.0,Research & Development,7.0,3,Life Sciences,1.0,Male,66.0,1.0,2.0,Laboratory Technician,3.0,Single,6074.0,22887.0,1.0,Y,Yes,24.0,4.0,4.0,80.0,0,9.0,3.0,3.0,9.0,7.0,0.0,6.0,1109.4407151143735,15.0,
112,No,54.0,Non-Travel,142.0,Human Resources,26.0,3,Human Resources,4.0,Female,30.0,4.0,4.0,Manager,4.0,Single,17328.0,13871.0,2.0,Y,Yes,12.0,3.0,3.0,80.0,0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,,,
113,No,24.0,Travel_Rarely,1127.0,Research & Development,18.0,1,Life Sciences,2.0,Male,52.0,3.0,1.0,Laboratory Technician,3.0,Married,2774.0,13257.0,0.0,Y,No,12.0,3.0,3.0,80.0,1,6.0,2.0,3.0,5.0,3.0,1.0,2.0,374.6528299760606,22.0,
114,No,34.0,Travel_Rarely,1031.0,Research & Development,6.0,4,Life Sciences,3.0,Female,45.0,2.0,2.0,Research Scientist,2.0,Divorced,4505.0,15000.0,6.0,Y,No,15.0,3.0,3.0,80.0,1,12.0,3.0,3.0,1.0,0.0,0.0,0.0,1403.9065423078978,,
115,No,37.0,Travel_Rarely,1189.0,Sales,3.0,3,Life Sciences,3.0,Male,87.0,3.0,3.0,Sales Executive,4.0,Single,7428.0,14506.0,2.0,Y,No,12.0,3.0,1.0,80.0,0,12.0,3.0,3.0,5.0,3.0,1.0,3.0,829.1501612087204,15.0,
116,No,34.0,Travel_Rarely,1354.0,Research & Development,5.0,3,Medical,3.0,Female,45.0,2.0,3.0,Manager,1.0,Single,11631.0,5615.0,2.0,Y,No,12.0,3.0,4.0,80.0,0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,1144.336959030413,25.0,
117,No,36.0,Travel_Frequently,1467.0,Sales,11.0,2,Technical Degree,2.0,Female,92.0,3.0,3.0,Sales Executive,4.0,Married,9738.0,22952.0,0.0,Y,No,14.0,3.0,3.0,80.0,1,10.0,,3.0,9.0,7.0,2.0,8.0,299.8020013275516,10.0,
118,No,36.0,Travel_Rarely,922.0,Research & Development,3.0,2,Life Sciences,1.0,Female,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,2561.0,5.0,Y,No,22.0,4.0,1.0,80.0,1,7.0,2.0,3.0,1.0,0.0,0.0,0.0,956.1903750071313,15.0,1.9822158378767312
119,No,43.0,Travel_Frequently,394.0,Sales,26.0,2,Life Sciences,3.0,Male,92.0,3.0,4.0,Manager,4.0,Married,16959.0,19494.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,2,25.0,3.0,4.0,25.0,12.0,4.0,12.0,777.6672596395099,,
120,No,30.0,Travel_Frequently,1312.0,Research & Development,23.0,3,Life Sciences,1.0,Male,96.0,1.0,1.0,Research Scientist,3.0,Divorced,2613.0,22310.0,1.0,Y,No,25.0,4.0,3.0,80.0,3,10.0,2.0,2.0,10.0,7.0,0.0,9.0,1312.4918056385682,10.0,
121,No,33.0,Non-Travel,750.0,Sales,22.0,2,Marketing,3.0,Male,95.0,3.0,2.0,Sales Executive,2.0,Married,6146.0,15480.0,0.0,Y,No,13.0,3.0,1.0,80.0,1,8.0,2.0,4.0,7.0,7.0,0.0,7.0,1591.0862690870667,10.0,
122,Yes,56.0,Travel_Rarely,441.0,Research & Development,14.0,4,Life Sciences,2.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,4963.0,4510.0,9.0,Y,Yes,18.0,3.0,1.0,80.0,3,7.0,2.0,3.0,5.0,4.0,4.0,3.0,,,
123,No,51.0,Travel_Rarely,684.0,Research & Development,6.0,3,Life Sciences,1.0,Male,51.0,3.0,5.0,Research Director,3.0,Single,19537.0,6462.0,7.0,Y,No,13.0,3.0,3.0,80.0,0,23.0,,3.0,20.0,18.0,,15.0,,,2.5271960808453495
124,Yes,31.0,Travel_Rarely,249.0,Sales,6.0,4,Life Sciences,2.0,Male,76.0,1.0,2.0,Sales Executive,3.0,Married,6172.0,20739.0,4.0,Y,Yes,18.0,3.0,2.0,80.0,0,12.0,3.0,2.0,7.0,7.0,7.0,7.0,665.4850946937463,15.0,
125,No,26.0,Travel_Rarely,841.0,Research & Development,6.0,3,Other,3.0,Female,46.0,2.0,1.0,Research Scientist,2.0,Married,2368.0,23300.0,1.0,Y,No,19.0,3.0,3.0,80.0,0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,1019.4896267042984,,
126,Yes,58.0,Travel_Rarely,147.0,Research & Development,23.0,4,Medical,4.0,Female,94.0,3.0,3.0,Healthcare Representative,4.0,Married,10312.0,3465.0,1.0,Y,No,12.0,3.0,4.0,80.0,1,40.0,3.0,2.0,40.0,10.0,15.0,6.0,,,
127,Yes,19.0,Travel_Rarely,528.0,Sales,22.0,1,Marketing,4.0,Male,50.0,3.0,1.0,Sales Representative,3.0,Single,1675.0,26820.0,1.0,Y,Yes,19.0,3.0,4.0,80.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1049.3083289086057,,
128,No,22.0,Travel_Rarely,594.0,Research & Development,2.0,1,Technical Degree,3.0,Male,100.0,3.0,1.0,Laboratory Technician,4.0,Married,2523.0,19299.0,0.0,Y,No,14.0,3.0,3.0,80.0,1,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1215.0367746571053,25.0,
129,No,49.0,Travel_Rarely,470.0,Research & Development,20.0,4,Medical,3.0,Female,96.0,3.0,2.0,Manufacturing Director,1.0,Married,6567.0,5549.0,1.0,Y,No,14.0,3.0,3.0,80.0,0,16.0,2.0,2.0,15.0,11.0,5.0,11.0,1042.0569928791685,10.0,
130,No,43.0,Travel_Frequently,957.0,Research & Development,28.0,3,Medical,2.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Single,4739.0,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,635.328211039204,,
131,No,50.0,Travel_Frequently,809.0,Sales,12.0,3,Marketing,3.0,Female,77.0,3.0,3.0,Sales Executive,4.0,Single,9208.0,6645.0,4.0,Y,No,11.0,3.0,4.0,80.0,0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,,15.0,0.6220273865437087
132,Yes,31.0,Travel_Rarely,542.0,Sales,20.0,3,Life Sciences,2.0,Female,71.0,1.0,2.0,Sales Executive,3.0,Married,4559.0,24788.0,3.0,Y,Yes,11.0,3.0,3.0,80.0,1,4.0,,3.0,2.0,2.0,2.0,2.0,1180.942048224844,,
133,No,41.0,Travel_Rarely,802.0,Sales,9.0,1,Life Sciences,3.0,Male,96.0,3.0,3.0,Sales Executive,3.0,Divorced,8189.0,21196.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1,12.0,2.0,3.0,9.0,7.0,0.0,7.0,1157.613287861335,,
134,No,26.0,Travel_Rarely,1355.0,Human Resources,25.0,1,Life Sciences,3.0,Female,61.0,3.0,1.0,Human Resources,3.0,Married,2942.0,8916.0,,Y,No,23.0,4.0,4.0,80.0,1,8.0,3.0,3.0,8.0,7.0,5.0,7.0,836.3872819389935,15.0,0.8010344312083264
135,No,36.0,Travel_Rarely,216.0,Research & Development,6.0,2,Medical,2.0,Male,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,2819.0,6.0,Y,No,20.0,4.0,4.0,80.0,2,7.0,0.0,3.0,3.0,2.0,0.0,1.0,1156.3145438081633,,
136,Yes,51.0,Travel_Frequently,1150.0,Research & Development,8.0,4,Life Sciences,1.0,Male,53.0,1.0,3.0,Manufacturing Director,4.0,Single,10650.0,25150.0,2.0,Y,No,15.0,3.0,4.0,80.0,0,18.0,2.0,3.0,4.0,2.0,0.0,3.0,,10.0,2.095756621866065
137,No,39.0,Travel_Rarely,1329.0,Sales,4.0,4,Life Sciences,4.0,Female,47.0,2.0,2.0,Sales Executive,3.0,Married,5902.0,14590.0,4.0,Y,No,14.0,3.0,3.0,80.0,1,17.0,1.0,4.0,15.0,11.0,5.0,9.0,641.5920534382103,,
138,No,25.0,Travel_Rarely,959.0,Sales,28.0,3,Life Sciences,1.0,Male,41.0,2.0,2.0,Sales Executive,3.0,Married,8639.0,24835.0,2.0,Y,No,18.0,3.0,4.0,80.0,0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,839.2244272687874,15.0,
139,No,30.0,Travel_Rarely,1240.0,Human Resources,9.0,3,Human Resources,3.0,Male,48.0,3.0,2.0,Human Resources,4.0,Married,6347.0,13982.0,0.0,Y,Yes,19.0,3.0,4.0,80.0,0,12.0,2.0,1.0,11.0,9.0,4.0,7.0,1335.3419695707935,10.0,
140,Yes,32.0,Travel_Rarely,1033.0,Research & Development,9.0,3,Medical,1.0,Female,41.0,3.0,1.0,Laboratory Technician,1.0,Single,4200.0,10224.0,7.0,Y,No,22.0,4.0,1.0,80.0,0,10.0,2.0,4.0,5.0,4.0,0.0,4.0,1176.2049147782072,,
141,No,45.0,Travel_Rarely,1316.0,Research & Development,29.0,3,Medical,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,9752.0,5.0,Y,No,13.0,3.0,2.0,80.0,0,9.0,2.0,2.0,6.0,5.0,0.0,3.0,1423.2035222258828,10.0,
142,No,38.0,Travel_Rarely,364.0,Research & Development,3.0,5,Technical Degree,4.0,Female,32.0,3.0,2.0,Research Scientist,3.0,Single,4317.0,2302.0,3.0,Y,Yes,20.0,4.0,2.0,80.0,0,19.0,2.0,3.0,3.0,2.0,2.0,2.0,810.5356232594847,,
143,No,30.0,Travel_Rarely,438.0,Research & Development,18.0,3,Life Sciences,1.0,Female,75.0,3.0,1.0,Research Scientist,3.0,Single,2632.0,23910.0,1.0,Y,No,14.0,3.0,3.0,80.0,0,5.0,,2.0,5.0,4.0,0.0,4.0,1538.4632550461051,18.0,
144,No,32.0,Travel_Frequently,689.0,Sales,9.0,2,Medical,4.0,Male,35.0,1.0,2.0,Sales Executive,4.0,Divorced,4668.0,22812.0,0.0,Y,No,17.0,3.0,4.0,80.0,3,9.0,2.0,4.0,8.0,7.0,0.0,7.0,905.425020278168,10.0,
145,No,30.0,Travel_Rarely,201.0,Research & Development,5.0,3,Technical Degree,4.0,Female,84.0,3.0,1.0,Research Scientist,1.0,Divorced,3204.0,10415.0,5.0,Y,No,14.0,3.0,4.0,80.0,1,8.0,3.0,3.0,3.0,2.0,2.0,2.0,1829.5740535219984,,
146,No,30.0,Travel_Rarely,1427.0,Research & Development,2.0,1,Medical,2.0,Male,35.0,2.0,1.0,Laboratory Technician,4.0,Single,2720.0,11162.0,0.0,Y,No,13.0,3.0,4.0,80.0,0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,793.2555769836019,10.0,2.535197126071044
147,No,41.0,Travel_Frequently,857.0,Research & Development,10.0,3,Life Sciences,4.0,Male,91.0,2.0,4.0,Manager,1.0,Divorced,17181.0,12888.0,4.0,Y,No,13.0,3.0,2.0,80.0,1,21.0,2.0,2.0,7.0,6.0,,7.0,818.4631047239345,10.0,
148,No,41.0,Travel_Rarely,933.0,Research & Development,9.0,4,Life Sciences,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Married,2238.0,6961.0,,Y,No,21.0,4.0,4.0,80.0,1,7.0,2.0,3.0,5.0,0.0,1.0,4.0,827.9447366403289,,
149,No,19.0,Travel_Rarely,1181.0,Research & Development,3.0,1,Medical,2.0,Female,79.0,3.0,1.0,Laboratory Technician,2.0,Single,1483.0,16102.0,1.0,Y,No,14.0,3.0,4.0,80.0,0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1132.2328047474505,22.0,
150,No,40.0,Travel_Frequently,1395.0,Research & Development,26.0,3,Medical,2.0,Female,54.0,3.0,2.0,Research Scientist,2.0,Divorced,5605.0,8504.0,1.0,Y,No,11.0,3.0,1.0,80.0,1,20.0,2.0,3.0,20.0,7.0,2.0,13.0,1491.9975741428486,,2.1849235787552055
151,No,35.0,Travel_Rarely,662.0,Sales,1.0,5,Marketing,3.0,Male,94.0,3.0,3.0,Sales Executive,2.0,Married,7295.0,11439.0,1.0,Y,No,13.0,3.0,1.0,80.0,2,10.0,3.0,3.0,10.0,8.0,0.0,6.0,674.974861274987,,
152,No,53.0,Travel_Rarely,1436.0,Sales,6.0,2,Marketing,2.0,Male,34.0,3.0,2.0,Sales Representative,3.0,Married,2306.0,16047.0,2.0,Y,Yes,20.0,4.0,4.0,80.0,1,13.0,3.0,1.0,7.0,7.0,4.0,5.0,,10.0,
153,No,45.0,Travel_Rarely,194.0,Research & Development,9.0,3,Life Sciences,2.0,Male,60.0,3.0,2.0,Laboratory Technician,2.0,Divorced,2348.0,10901.0,8.0,Y,No,18.0,3.0,3.0,80.0,1,20.0,2.0,1.0,17.0,9.0,0.0,15.0,604.8129976043138,22.0,
154,No,32.0,Travel_Frequently,967.0,Sales,8.0,3,Marketing,2.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Single,8998.0,15589.0,1.0,Y,No,14.0,3.0,4.0,80.0,0,9.0,2.0,3.0,9.0,8.0,3.0,7.0,1240.2434781990278,15.0,
155,No,29.0,Non-Travel,1496.0,Research & Development,1.0,1,Technical Degree,4.0,Male,41.0,3.0,2.0,Manufacturing Director,3.0,Married,4319.0,26283.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,10.0,1.0,3.0,10.0,7.0,0.0,9.0,1076.4583994969034,22.0,
156,No,51.0,Travel_Rarely,1169.0,Research & Development,7.0,4,Medical,2.0,Male,34.0,2.0,2.0,Manufacturing Director,3.0,Married,6132.0,13983.0,2.0,Y,No,17.0,3.0,3.0,80.0,0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,,60.0,
157,No,58.0,Travel_Rarely,1145.0,Research & Development,9.0,3,Medical,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,1,9.0,3.0,2.0,1.0,0.0,0.0,0.0,,,0.9994159822043811
158,No,40.0,Travel_Rarely,630.0,Sales,4.0,4,Marketing,3.0,Male,67.0,2.0,3.0,Sales Executive,4.0,Married,10855.0,8552.0,7.0,Y,No,11.0,3.0,1.0,80.0,1,15.0,2.0,2.0,12.0,11.0,2.0,11.0,1359.4383493885596,15.0,
159,No,34.0,Travel_Frequently,303.0,Sales,2.0,4,Marketing,3.0,Female,75.0,3.0,1.0,Sales Representative,3.0,Married,2231.0,11314.0,6.0,Y,No,18.0,3.0,4.0,80.0,1,6.0,,3.0,4.0,3.0,1.0,2.0,771.9256676333907,18.0,
160,No,22.0,Travel_Rarely,1256.0,Research & Development,19.0,1,Medical,3.0,Male,80.0,3.0,1.0,Research Scientist,4.0,Married,2323.0,11992.0,1.0,Y,No,24.0,4.0,1.0,80.0,2,2.0,6.0,3.0,2.0,2.0,2.0,2.0,1034.1246061821573,,1.1360544825618284
161,No,27.0,Non-Travel,691.0,Research & Development,9.0,3,Medical,4.0,Male,57.0,3.0,1.0,Research Scientist,2.0,Divorced,2024.0,5970.0,6.0,Y,No,18.0,3.0,4.0,80.0,1,6.0,1.0,1.0,2.0,2.0,2.0,2.0,672.0022812654437,18.0,
162,No,28.0,Travel_Rarely,440.0,Research & Development,21.0,3,Medical,3.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Married,2713.0,6672.0,1.0,Y,No,11.0,3.0,3.0,80.0,1,5.0,2.0,1.0,5.0,2.0,0.0,2.0,1038.6970601007733,,
163,No,57.0,Travel_Rarely,334.0,Research & Development,24.0,2,Life Sciences,3.0,Male,83.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9439.0,23402.0,3.0,Y,Yes,16.0,3.0,2.0,80.0,1,12.0,2.0,1.0,5.0,3.0,1.0,4.0,,,
164,No,27.0,Non-Travel,1450.0,Research & Development,3.0,3,Medical,3.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,25326.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1,1.0,,2.0,1.0,1.0,0.0,1.0,974.316931949213,10.0,
165,No,50.0,Travel_Rarely,1452.0,Research & Development,11.0,3,Life Sciences,3.0,Female,53.0,3.0,5.0,Manager,2.0,Single,19926.0,17053.0,3.0,Y,No,15.0,3.0,2.0,80.0,0,21.0,5.0,3.0,5.0,4.0,,4.0,,15.0,1.0904463909933297
166,No,41.0,Travel_Rarely,465.0,Research & Development,14.0,3,Life Sciences,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Divorced,2451.0,4609.0,4.0,Y,No,12.0,3.0,1.0,80.0,1,13.0,2.0,3.0,9.0,8.0,1.0,8.0,1209.8921164973797,10.0,0.8597237450178667
167,No,30.0,Travel_Rarely,1339.0,Sales,5.0,3,Life Sciences,2.0,Female,41.0,3.0,3.0,Sales Executive,4.0,Married,9419.0,8053.0,2.0,Y,No,12.0,3.0,3.0,80.0,1,12.0,2.0,3.0,10.0,9.0,7.0,4.0,741.0575008392991,10.0,1.8894616342976631
168,No,38.0,Travel_Rarely,702.0,Sales,1.0,4,Life Sciences,1.0,Female,59.0,2.0,2.0,Sales Executive,4.0,Single,8686.0,12930.0,4.0,Y,No,22.0,4.0,3.0,80.0,0,12.0,2.0,4.0,8.0,3.0,0.0,7.0,1202.3083137248805,,0.9920048429912935
169,No,32.0,Travel_Rarely,120.0,Research & Development,6.0,5,Life Sciences,3.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Single,3038.0,12430.0,3.0,Y,No,20.0,4.0,1.0,80.0,0,8.0,2.0,3.0,5.0,4.0,1.0,4.0,910.8084154572456,22.0,
170,No,27.0,Travel_Rarely,1157.0,Research & Development,17.0,3,Technical Degree,3.0,Male,51.0,3.0,1.0,Research Scientist,2.0,Married,3058.0,13364.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,1,6.0,3.0,2.0,5.0,2.0,1.0,1.0,195.57122110419266,25.0,
171,Yes,19.0,Travel_Frequently,602.0,Sales,1.0,1,Technical Degree,3.0,Female,100.0,1.0,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0,Y,No,21.0,4.0,1.0,80.0,0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1003.4183492011056,,3.731627248252199
172,No,36.0,Travel_Frequently,1480.0,Research & Development,3.0,2,Medical,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0,Y,No,12.0,3.0,3.0,80.0,0,13.0,3.0,2.0,8.0,7.0,7.0,2.0,1019.676130174559,,
173,No,30.0,Non-Travel,111.0,Research & Development,9.0,3,Medical,3.0,Male,66.0,3.0,2.0,Laboratory Technician,1.0,Divorced,3072.0,11012.0,1.0,Y,No,11.0,3.0,3.0,80.0,2,12.0,4.0,3.0,12.0,9.0,6.0,10.0,788.9411554360117,25.0,1.0422198533696383
174,No,45.0,Travel_Rarely,1268.0,Sales,4.0,2,Life Sciences,3.0,Female,30.0,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,6319.0,4.0,Y,Yes,11.0,3.0,1.0,80.0,1,9.0,,4.0,5.0,4.0,0.0,3.0,797.5442171826767,18.0,
175,No,56.0,Travel_Rarely,713.0,Research & Development,8.0,3,Life Sciences,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Divorced,4257.0,13939.0,4.0,Y,Yes,18.0,3.0,3.0,80.0,1,19.0,,3.0,2.0,2.0,2.0,2.0,,15.0,
176,No,33.0,Travel_Rarely,134.0,Research & Development,2.0,3,Life Sciences,3.0,Male,90.0,3.0,1.0,Research Scientist,4.0,Single,2500.0,10515.0,0.0,Y,No,14.0,3.0,1.0,80.0,0,4.0,2.0,4.0,3.0,1.0,0.0,2.0,1020.5052168091805,,0.7842390779922033
177,Yes,19.0,Travel_Rarely,303.0,Research & Development,2.0,3,Life Sciences,2.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Single,1102.0,9241.0,1.0,Y,No,22.0,4.0,3.0,80.0,0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1450.7323236969196,,
178,No,46.0,Travel_Rarely,526.0,Sales,1.0,2,Marketing,2.0,Female,92.0,3.0,3.0,Sales Executive,1.0,Divorced,10453.0,2137.0,1.0,Y,No,25.0,4.0,3.0,80.0,3,24.0,2.0,3.0,24.0,13.0,15.0,7.0,1441.7268208615696,10.0,0.6511699501393255
